Title,Rating,Year,Month,Runtime,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting
Chappie,6.8,2015,3,120,49000000.0,102811889.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Tangerine,7.1,2015,7,88,100000.0,840099.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
No Escape,6.7,2015,8,103,16200000.0,54418872.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,700,1001
Dope,7.2,2015,6,103,7000000.0,17986781.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Demolition,7.0,2015,4,101,10000000.0,4366460.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1001
Hardcore Henry,6.7,2015,4,96,2000000.0,16810562.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Blackhat,5.4,2015,1,133,70000000.0,19652057.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315,1001
Interstellar,8.6,2014,11,169,165000000.0,773867216.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,623,1001
The Best of Me,6.6,2014,10,118,26000000.0,38609668.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,851,1001
Guardians of the Galaxy,8.0,2014,8,121,170000000.0,773350147.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,374,1001
Whiplash,8.5,2014,10,106,3300000.0,49396747.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,603,1001
Gone Girl,8.1,2014,10,149,61000000.0,369330363.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,424,1001
Edge of Tomorrow,7.9,2014,6,113,178000000.0,370541256.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,1001
John Wick,7.4,2014,10,101,20000000.0,86081711.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,415,1001
The Grand Budapest Hotel,8.1,2014,3,99,25000000.0,173082189.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,1001
The Maze Runner,6.8,2014,9,113,34000000.0,348319861.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1001,1001
Tusk,5.3,2014,9,102,3000000.0,1882074.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,866,1001
Kingsman: The Secret Service,7.7,2014,2,129,81000000.0,414351546.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1001
Transformers: Age of Extinction,5.6,2014,6,165,210000000.0,1104054072.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,155,1001
Fury,7.5,2014,10,134,68000000.0,211822697.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,1001
Cake,6.4,2014,1,102,7000000.0,2433850.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,1001
The Equalizer,7.2,2014,9,132,55000000.0,192330738.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1001
Divergent,6.6,2014,3,139,85000000.0,288885818.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,530,1001
Ex Machina,7.7,2014,4,108,15000000.0,37394629.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,486,1001
Nightcrawler,7.8,2014,10,117,8500000.0,47398992.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,253,1001
The Imitation Game,8.0,2014,12,114,14000000.0,233555708.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,274,1001
Night at the Museum: Secret of the Tomb,6.2,2014,12,98,127000000.0,363204635.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171,1001
Captain America: The Winter Soldier,7.8,2014,4,136,170000000.0,714421503.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,457,1001
American Sniper,7.3,2014,1,133,58800000.0,547459020.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1001
Predestination,7.4,2014,1,97,5100000.0,4942449.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,359,1001
Life After Beth,5.6,2014,7,89,2400000.0,274717.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
22 Jump Street,7.0,2014,6,112,50000000.0,331333876.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,1001
Unbroken,7.2,2014,12,137,65000000.0,161459297.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
A Million Ways to Die in the West,6.1,2014,5,116,40000000.0,87189756.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,655,1001
Birdman or (The Unexpected Virtue of Ignorance),7.7,2014,11,119,18000000.0,103215094.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,1001
The Hobbit: The Battle of the Five Armies,7.4,2014,12,144,250000000.0,962201338.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,115,1001
It Follows,6.8,2014,3,100,1000000.0,21947454.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1001,1001
Teenage Mutant Ninja Turtles,5.8,2014,8,101,125000000.0,485004754.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,1001
What We Do in the Shadows,7.6,2014,2,86,1600000.0,7412611.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Sex Tape,5.1,2014,7,94,40000000.0,126069509.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,466,1001
Chef,7.3,2014,5,114,11000000.0,48428048.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,1001
The Interview,6.5,2014,12,112,44000000.0,11782625.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1001
300: Rise of an Empire,6.2,2014,3,102,110000000.0,337580051.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
X-Men: Days of Future Past,7.9,2014,5,132,200000000.0,746045700.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,923,1001
Dracula Untold,6.2,2014,10,92,70000000.0,217124280.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Wild Tales,8.1,2014,8,122,3300000.0,31061476.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1001,1001
The Lego Movie,7.7,2014,2,100,60000000.0,468266122.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,1001
Godzilla,6.4,2014,5,123,160000000.0,524976069.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
The Giver,6.4,2014,8,97,25000000.0,66980456.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1001,1001
Inherent Vice,6.6,2014,1,148,20000000.0,14710975.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1001
The Fault in Our Stars,7.7,2014,6,126,12000000.0,307166834.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,530,1001
Lucy,6.4,2014,7,89,40000000.0,469058574.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,283,1001
Into the Woods,5.9,2014,12,125,50000000.0,212902372.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,1001
Dumb and Dumber To,5.6,2014,11,109,40000000.0,169837010.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,1001
Barefoot,6.5,2014,9,90,6000000.0,15071.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,841,1001
The Amazing Spider-Man 2,6.6,2014,5,142,200000000.0,708982323.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,452,1001
Paddington,7.3,2014,1,95,55000000.0,282377683.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Theory of Everything,7.7,2014,11,123,15000000.0,123726688.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,519,1001
Neighbors,6.3,2014,5,97,18000000.0,270665134.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,1001
Maleficent,6.9,2014,5,97,180000000.0,758411779.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,67,1001
The Hunger Games: Mockingjay - Part 1,6.6,2014,11,123,125000000.0,755356711.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,185,1001
The Expendables 3,6.1,2014,8,126,80000000.0,214657577.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161,1001
Big Hero 6,7.8,2014,11,102,165000000.0,657869686.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Babadook,6.8,2014,11,94,2000000.0,10484459.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1001,1001
Boyhood,7.9,2014,8,165,4000000.0,48137666.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1001,1001
Sin City: A Dame to Kill For,6.5,2014,8,102,65000000.0,39407616.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,517,1001
Noah,5.8,2014,3,138,125000000.0,359200044.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,1001
RoboCop,6.2,2014,2,117,100000000.0,242688965.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Jack Ryan: Shadow Recruit,6.2,2014,1,105,60000000.0,135503748.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,425,1001
Dawn of the Planet of the Apes,7.6,2014,7,130,170000000.0,710644566.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1001
The Other Woman,6.0,2014,4,109,40000000.0,196710396.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233,1001
The Drop,7.0,2014,9,106,12600000.0,18658381.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,269,1001
Hercules,6.0,2014,7,98,100000000.0,244819862.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,418,1001
Foxcatcher,7.0,2014,1,134,24000000.0,19206513.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,455,1001
That Awkward Moment,6.1,2014,1,94,8000000.0,45640143.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Annie,5.3,2014,12,118,65000000.0,136853506.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Guest,6.7,2014,9,100,5000000.0,2700051.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1001,1001
Annabelle,5.4,2014,10,99,6500000.0,257589721.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1001,1001
"As Above, So Below",6.2,2014,8,93,5000000.0,41898409.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1001,1001
Endless Love,6.2,2014,2,104,20000000.0,34718173.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Non-Stop,6.9,2014,2,106,50000000.0,222809600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,223,1001
The Purge: Anarchy,6.4,2014,7,103,9000000.0,111928365.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1001,1001
Blended,6.5,2014,5,117,40000000.0,128006208.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,419,1001
Exodus: Gods and Kings,6.0,2014,12,150,140000000.0,268175631.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,358,1001
Big Eyes,7.0,2014,12,106,10000000.0,29253166.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1001
This Is Where I Leave You,6.6,2014,9,103,19800000.0,41296320.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1001
Need for Speed,6.4,2014,3,132,66000000.0,203277636.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,944,1001
Vampire Academy,5.4,2014,2,104,30000000.0,15642346.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Deliver Us from Evil,6.2,2014,7,118,30000000.0,87937815.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,1001
Step Up All In,5.9,2014,8,112,45000000.0,86165646.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1001,1001
Transcendence,6.2,2014,4,119,100000000.0,103039258.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,1001
Taken 3,6.0,2014,1,108,48000000.0,326479141.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,223,1001
Winter's Tale,6.1,2014,2,118,60000000.0,30800231.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,208,1001
Wild,7.1,2014,12,115,15000000.0,52501541.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1001
The Book of Life,7.2,2014,10,95,50000000.0,99783556.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
How to Train Your Dragon 2,7.8,2014,6,102,145000000.0,621537519.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,1001
Prisoners,8.1,2013,9,153,46000000.0,122126687.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,417,1001
The Wolf of Wall Street,8.2,2013,12,180,100000000.0,406878233.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1001
Under the Skin,6.3,2013,3,108,13300000.0,5866389.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,283,1001
Frozen,7.4,2013,11,102,150000000.0,1304550716.0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,332,1001
About Time,7.8,2013,11,123,12000000.0,87100449.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Man of Steel,7.1,2013,6,143,225000000.0,668045518.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,422,1001
Nymphomaniac: Vol. I,6.9,2013,3,117,4700000.0,13551156.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Iron Man Three,7.1,2013,5,130,200000000.0,1214811252.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
The Great Gatsby,7.2,2013,5,143,105000000.0,353659851.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1001
Her,8.0,2013,1,126,23000000.0,48517427.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,100,1001
Coherence,7.2,2013,8,89,50000.0,139745.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1001,1001
Snowpiercer,7.1,2013,7,126,39200000.0,86758912.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,457,1001
The Conjuring,7.5,2013,7,112,20000000.0,320406242.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,708,1001
Side Effects,7.1,2013,2,106,30000000.0,63414135.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,297,1001
Oblivion,7.0,2013,4,124,120000000.0,286168572.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,1001
Blue Is the Warmest Colour,7.7,2013,10,180,4240000.0,19465835.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
We're the Millers,7.0,2013,8,110,37000000.0,269994119.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,1001
Out of the Furnace,6.7,2013,12,116,22000000.0,15661554.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,1001
Grown Ups 2,5.3,2013,7,101,80000000.0,246984278.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1001
Locke,7.1,2013,4,85,2000000.0,5090608.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,1001
Oldboy,5.8,2013,11,104,30000000.0,5186767.0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,751,1001
12 Years a Slave,8.1,2013,11,134,20000000.0,187733202.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,169,1001
The Hunger Games: Catching Fire,7.5,2013,11,146,130000000.0,865011746.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,185,1001
American Hustle,7.2,2013,12,138,40000000.0,251171807.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,1001
Pacific Rim,6.9,2013,7,131,190000000.0,411002906.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,554,1001
The Hobbit: The Desolation of Smaug,7.8,2013,12,161,225000000.0,959027992.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,115,1001
Filth,7.0,2013,4,97,5000000.0,8491266.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,1001
Don Jon,6.5,2013,9,90,3000000.0,39439355.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
This Is the End,6.6,2013,6,107,32000000.0,126041322.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,458,1001
World War Z,7.0,2013,6,116,190000000.0,540455876.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,1001
Now You See Me,7.2,2013,5,115,75000000.0,351723989.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,469,1001
The Internship,6.3,2013,6,119,58000000.0,93492844.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,1001
The Secret Life of Walter Mitty,7.3,2013,12,114,90000000.0,188133322.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,1001
A Good Day to Die Hard,5.2,2013,2,98,92000000.0,304654182.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,1001
The Wolverine,6.7,2013,7,126,120000000.0,414828246.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,417,1001
Gravity,7.7,2013,10,91,100000000.0,748049949.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,77,1001
Star Trek Into Darkness,7.7,2013,5,132,190000000.0,467365246.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,425,1001
Elysium,6.6,2013,8,109,115000000.0,286140700.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,224,1001
Rush,8.1,2013,9,123,38000000.0,96983009.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Mortal Instruments: City of Bones,5.8,2013,8,130,60000000.0,95396573.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,542,1001
Movie 43,4.3,2013,1,94,6000000.0,32443111.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1001
Kick-Ass 2,6.5,2013,8,103,28000000.0,60795985.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
R.I.P.D.,5.6,2013,7,96,130000000.0,78324220.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,1001
The Green Inferno,5.3,2013,9,100,5000000.0,12666449.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Dallas Buyers Club,7.9,2013,11,117,5000000.0,55198285.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1001
Captain Phillips,7.8,2013,10,134,55000000.0,218791811.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1001
Adoration,6.2,2013,4,112,16000000.0,1575749.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,1001
Lone Survivor,7.5,2013,1,121,40000000.0,154802912.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1001
Insidious: Chapter 2,6.5,2013,9,106,5000000.0,161919318.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,708,1001
Ender's Game,6.6,2013,11,114,110000000.0,125544024.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,1001
Thor: The Dark World,6.8,2013,11,112,170000000.0,644783140.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,315,1001
Carrie,5.8,2013,10,100,30000000.0,84790678.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Young & Beautiful,6.7,2013,4,95,4924163.220000001,9757417.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
2 Guns,6.7,2013,8,109,61000000.0,131940411.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1001
Evil Dead,6.5,2013,4,91,17000000.0,97542952.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Olympus Has Fallen,6.5,2013,3,119,70000000.0,170270201.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,1001
A Madea Christmas,4.9,2013,12,100,25000000.0,53396635.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,472,1001
Pain & Gain,6.4,2013,4,129,26000000.0,87305549.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1001
The Way Way Back,7.4,2013,7,103,5000000.0,26474920.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1001
Warm Bodies,6.8,2013,2,98,35000000.0,116980662.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,503,1001
The Purge,5.7,2013,6,85,3000000.0,89328627.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,359,1001
Riddick,6.4,2013,9,119,38000000.0,98337295.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,423,1001
The World's End,6.9,2013,8,109,20000000.0,46091271.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,664,1001
The Croods,7.2,2013,3,98,135000000.0,587235983.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1001
Begin Again,7.4,2013,7,104,8000000.0,84142115.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,280,1001
The Best Man Holiday,6.6,2013,11,123,17000000.0,72835710.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Jack the Giant Slayer,6.3,2013,3,114,195000000.0,197687603.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,503,1001
Mama,6.2,2013,1,100,15000000.0,146428180.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,335,1001
Furious 6,7.0,2013,5,130,160000000.0,788680968.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,423,1001
Anchorman 2: The Legend Continues,6.3,2013,12,119,50000000.0,173649931.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,1001
Lovelace,6.2,2013,8,93,10000000.0,1585583.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1001
Oz the Great and Powerful,6.3,2013,3,130,215000000.0,493311825.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,458,1001
Redemption,6.2,2013,6,100,20000000.0,12671109.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,1001
Hansel & Gretel: Witch Hunters,6.1,2013,1,88,50000000.0,226349749.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,454,1001
Gangster Squad,6.7,2013,1,113,60000000.0,105200903.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,1001
The Counselor,5.4,2013,10,117,25000000.0,71009334.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,225,1001
The Heat,6.6,2013,6,117,43000000.0,229930771.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1001
Blue Jasmine,7.3,2013,8,98,18000000.0,99104804.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1001
White House Down,6.3,2013,6,131,150000000.0,205366737.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,416,1001
47 Ronin,6.2,2013,12,128,175000000.0,151783839.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,415,1001
